No,Usia (tahun),Jenis Kelamin,Pekerjaan Ortu,Penghasilan Ortu/bulan ,Kecamatan,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PAR_LEG,PAR_PRES,CAPRES,SK_FIL,KL_FIL
192,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ragu-ragu,Sering,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Anies Baswedan,28,Tinggi
193,16,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
194,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Nasdem,Golkar,Belum menentukan pilihan,25,Sedang
195,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,24,Sedang
196,18,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Golkar,Demokrat,Belum menentukan pilihan,23,Sedang
197,18,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,29,Tinggi
198,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,24,Sedang
199,16,Laki-laki,Tidak Bekerja,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Lainnya,30,Tinggi
200,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Demokrat,Ganjar Pranowo,26,Tinggi
201,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
202,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,26,Tinggi
203,18,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,25,Sedang
204,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Tidak,Tidak,Tidak terpengaruh,Golkar,PDIP,Ganjar Pranowo,23,Sedang
205,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,29,Tinggi
206,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
207,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
208,18,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,Perindo,Prabowo Subianto,23,Sedang
209,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,PDIP,Belum menentukan pilihan,26,Tinggi
210,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
211,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Mungkin,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,21,Sedang
212,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
213,17,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,22,Sedang
214,18,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Keinginan sendiri,Kurang Setuju,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
215,18,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
216,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Demokrat,Ganjar Pranowo,25,Sedang
217,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,27,Tinggi
218,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PAN,Perindo,Belum menentukan pilihan,23,Sedang
219,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKS,Demokrat,Belum menentukan pilihan,25,Sedang
220,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Belum menentukan pilihan,25,Sedang
221,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PPP,PDIP,Ganjar Pranowo,26,Tinggi
222,16,Perempuan,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Terpengaruh,PDIP,PDIP,Ganjar Pranowo,22,Sedang
223,16,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Bagelen,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
224,16,Laki-laki,Guru Tetap / Honorer,"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
225,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,21,Sedang
226,16,Laki-laki,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PSI,PDIP,Belum menentukan pilihan,27,Tinggi
227,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bagelen,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PSI,PDIP,Ganjar Pranowo,26,Tinggi
228,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Ngombol,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,21,Sedang
229,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Bagelen,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
230,16,Perempuan,Lainnya,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Terpengaruh,Gerindra,PDIP,Ganjar Pranowo,25,Sedang
231,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Belum menentukan pilihan,20,Sedang
232,16,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Nasdem,Demokrat,Belum menentukan pilihan,26,Tinggi
233,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bener,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,24,Sedang
234,17,Laki-laki,Buruh,"<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Ganjar Pranowo,26,Tinggi
235,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,24,Sedang
236,16,Perempuan,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Sering,Mungkin,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,21,Sedang
237,16,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Bruno,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Kadang-kadang,Mungkin,Tidak,Ragu-ragu,Gerindra,Gerindra,Prabowo Subianto,19,Sedang
238,16,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Ragu-ragu,Demokrat,Golkar,Prabowo Subianto,23,Sedang
239,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Ragu-ragu,Demokrat,PDIP,Ganjar Pranowo,22,Sedang
240,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Prabowo Subianto,26,Tinggi
241,16,Laki-laki,Lainnya,"<Rp1.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Tidak pernah,Mungkin,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,17,Rendah
242,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bagelen,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
243,18,Perempuan,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,26,Tinggi
244,17,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,28,Tinggi
245,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Loano,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,25,Sedang
246,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,27,Tinggi
247,18,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
248,17,Perempuan,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,28,Tinggi
249,17,Perempuan,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Gerindra,Prabowo Subianto,25,Sedang
250,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,Gerindra,Ganjar Pranowo,22,Sedang
251,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
252,17,Perempuan,Buruh,"<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Keinginan sendiri,Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,PDIP,PDIP,Lainnya,24,Sedang
253,19,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Lainnya,28,Tinggi
254,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Belum menentukan pilihan,27,Tinggi
255,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Belum menentukan pilihan,25,Sedang
256,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,28,Tinggi
257,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Mungkin,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,20,Sedang
258,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,25,Sedang
259,18,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","<Rp1.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Tidak tahu,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,23,Sedang
260,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKS,PDIP,Prabowo Subianto,24,Sedang
261,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,28,Tinggi
262,17,Laki-laki,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Bagelen,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,27,Tinggi
263,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Belum menentukan pilihan,24,Sedang
264,17,Perempuan,Pegawai Negeri Sipil (PNS),"Rp5.000.000 - Rp10.000.000,00",Banyuurip,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,24,Sedang
265,17,Perempuan,Tidak Bekerja,"Rp1.000.000,00 - Rp5.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,24,Sedang
266,18,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Anies Baswedan,26,Tinggi
267,16,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Belum menentukan pilihan,27,Tinggi
268,17,Perempuan,Buruh,"<Rp1.000.000,00",Ngombol,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,26,Tinggi
269,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Tidak tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
270,17,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","<Rp1.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,23,Sedang
271,17,Laki-laki,Buruh,"<Rp1.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Nasdem,PDIP,Belum menentukan pilihan,26,Tinggi
272,17,Perempuan,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik","Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,26,Tinggi
273,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bener,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,27,Tinggi
274,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,23,Sedang
275,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
276,17,Perempuan,Karyawan Swasta,">Rp10.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
277,16,Laki-laki,"Pengusaha / Kontraktor / Bidang Sipil, Real Estate atau Teknik",">Rp10.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Prabowo Subianto,28,Tinggi
278,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,26,Tinggi
279,17,Laki-laki,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,23,Sedang
280,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Sangat mengetahui,Ya,Keinginan sendiri,Kurang Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Ganjar Pranowo,31,Tinggi
281,18,Perempuan,Pegawai Negeri Sipil (PNS),"Rp1.000.000,00 - Rp5.000.000,00",Bayan,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Gerindra,Prabowo Subianto,24,Sedang
282,17,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Jarang,Mungkin,Mungkin,Tidak terpengaruh,PDIP,PDIP,Lainnya,21,Sedang
283,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
284,17,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,PAN,Ganjar Pranowo,21,Sedang
285,16,Perempuan,Buruh,"<Rp1.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,PAN,Prabowo Subianto,23,Sedang
