ID,USIA,GENDER,PKRJ_ORTU,GAJI_ORTU,KECAMATAN,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,IND10,PARTAI_LEGISLATIF,PARTAI_PRES,CAPRES,SKOR_TOTAL,KELAS
197,16,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,22,Sedang
198,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Belum menentukan pilihan,24,Sedang
199,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Belum menentukan pilihan,24,Sedang
200,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Perindo,PDIP,Ganjar Pranowo,27,Tinggi
201,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Belum menentukan pilihan,24,Sedang
202,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Belum menentukan pilihan,22,Sedang
203,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Belum menentukan pilihan,22,Sedang
204,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,23,Sedang
205,16,Perempuan,Lainnya,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,21,Sedang
206,17,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Perindo,Nasdem,Belum menentukan pilihan,22,Sedang
207,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Nasdem,PDIP,Belum menentukan pilihan,24,Sedang
208,17,Laki-laki,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Tidak tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Mungkin,Mungkin,Ragu-ragu,PDIP,PDIP,Belum menentukan pilihan,23,Sedang
209,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,PAN,Belum menentukan pilihan,28,Tinggi
210,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Pituruh,Ya,Kurang tahu,Tidak,Keinginan sendiri,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Belum menentukan pilihan,26,Tinggi
211,17,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,23,Sedang
212,16,Laki-laki,Lainnya,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
213,17,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Ya,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
214,17,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
215,17,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,25,Sedang
216,16,Laki-laki,Lainnya,"<Rp1.000.000,00",Butuh,Tidak,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Tidak,Sering,Mungkin,Tidak,Ragu-ragu,Demokrat,PDIP,Anies Baswedan ,22,Sedang
217,17,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Tidak,Tidak tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,21,Sedang
218,16,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
219,18,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Belum menentukan pilihan,28,Tinggi
220,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Setuju,Tidak,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Prabowo Subianto,20,Sedang
221,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Tidak,Tidak tahu,Tidak,Tidak tahu,Biasa Saja,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,Demokrat,Perindo,Ganjar Pranowo,18,Sedang
222,17,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Tidak tahu,Tidak Setuju,Ya,Tidak pernah,Ya,Mungkin,Tidak terpengaruh,Golkar,Golkar,Ganjar Pranowo ,21,Sedang
223,17,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PAN,Belum menentukan pilihan,26,Tinggi
224,18,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Keinginan sendiri,Biasa Saja,Ya,Tidak pernah,Tidak,Ya,Tidak terpengaruh,Golkar,Demokrat,Prabowo Subianto,20,Sedang
225,16,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,Demokrat,Prabowo Subianto,26,Tinggi
226,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
227,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,PDIP,Ganjar Pranowo,23,Sedang
228,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
229,18,Laki-laki,Buruh,"<Rp1.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Tidak pernah,Tidak,Mungkin,Tidak terpengaruh,Golkar,Golkar,Belum menentukan pilihan,19,Sedang
230,16,Laki-laki,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Tidak,Keinginan sendiri,Tidak Setuju,Ragu-ragu,Sering,Ya,Mungkin,Tidak terpengaruh,PDIP,PDIP,Anies Baswedan,28,Tinggi
231,16,Laki-laki,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,25,Sedang
232,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Nasdem,Golkar,Belum menentukan pilihan,25,Sedang
233,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,Gerindra,Prabowo Subianto,24,Sedang
234,18,Laki-laki,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Tidak,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Golkar,Demokrat,Belum menentukan pilihan,23,Sedang
235,18,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,29,Tinggi
236,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,24,Sedang
237,17,Perempuan,Buruh,"<Rp1.000.000,00",Pituruh,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PAN,Perindo,Belum menentukan pilihan,25,Sedang
238,16,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Tidak pernah,Tidak,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Belum menentukan pilihan,20,Sedang
239,16,Laki-laki,Tidak Bekerja,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Sangat mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Lainnya,30,Tinggi
240,17,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PKB,Demokrat,Ganjar Pranowo,26,Tinggi
241,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
242,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Tidak,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,24,Sedang
243,18,Perempuan,Buruh,"<Rp1.000.000,00",Kutoarjo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Perindo,Perindo,Belum menentukan pilihan,25,Sedang
244,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Tidak,Tidak,Tidak terpengaruh,Golkar,PDIP,Ganjar Pranowo,23,Sedang
245,17,Laki-laki,PNS,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,29,Tinggi
246,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
247,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
248,18,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PAN,Perindo,Prabowo Subianto,23,Sedang
249,17,Laki-laki,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Grabag,Ya,Mengetahui,Ya,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,PKB,PDIP,Belum menentukan pilihan,26,Tinggi
250,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
251,17,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Ya,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Mungkin,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,21,Sedang
252,17,Perempuan,Buruh,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Mungkin,Tidak,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,26,Tinggi
253,17,Laki-laki,Buruh,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Belum menentukan pilihan,22,Sedang
254,18,Laki-laki,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Mengetahui,Tidak,Keinginan sendiri,Kurang Setuju,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,PDIP,Gerindra,Prabowo Subianto,26,Tinggi
255,18,Perempuan,Karyawan Swasta,"<Rp1.000.000,00",Butuh,Ya,Kurang tahu,Ya,Media sosial dan media berita,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,26,Tinggi
256,19,Perempuan,Buruh,"Rp5.000.000 - Rp10.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Keinginan sendiri,Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
257,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Bruno,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Gerindra,Demokrat,Ganjar Pranowo,25,Sedang
258,16,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Grabag,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,PDIP,Ganjar Pranowo,27,Tinggi
259,16,Perempuan,Petani / Nelayan,"Rp1.000.000,00 - Rp5.000.000,00",Pituruh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PAN,Perindo,Belum menentukan pilihan,23,Sedang
260,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Jarang,Tidak,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,22,Sedang
261,16,Laki-laki,Guru,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Jarang,Tidak,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,22,Sedang
262,16,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Kutoarjo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PKS,Demokrat,Belum menentukan pilihan,25,Sedang
263,16,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,Perindo,Demokrat,Belum menentukan pilihan,25,Sedang
264,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Ya,Mengetahui,Ya,Media sosial dan media berita,Biasa Saja,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PPP,PDIP,Ganjar Pranowo,26,Tinggi
265,16,Perempuan,Karyawan Swasta,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Tidak pernah,Ya,Tidak,Terpengaruh,PDIP,PDIP,Ganjar Pranowo,22,Sedang
266,16,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Bagelen,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
267,16,Laki-laki,Guru,"Rp1.000.000,00 - Rp5.000.000,00",Bagelen,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Kadang-kadang,Tidak,Mungkin,Ragu-ragu,Perindo,Gerindra,Prabowo Subianto,21,Sedang
268,16,Laki-laki,Guru,"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,25,Sedang
269,16,Laki-laki,Petani / Nelayan,"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Ya,Mengetahui,Ya,Media sosial dan media berita,Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
270,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Purwodadi,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ragu-ragu,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,21,Sedang
271,16,Laki-laki,Buruh,"<Rp1.000.000,00",Purwodadi,Ya,Mengetahui,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PSI,PDIP,Belum menentukan pilihan,27,Tinggi
272,16,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Bagelen,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,PSI,PDIP,Ganjar Pranowo,26,Tinggi
273,17,Perempuan,Lainnya,"Rp1.000.000,00 - Rp5.000.000,00",Ngombol,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ragu-ragu,Jarang,Mungkin,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,21,Sedang
274,17,Laki-laki,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Bagelen,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Jarang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,23,Sedang
275,16,Perempuan,Lainnya,"<Rp1.000.000,00",Purwodadi,Ya,Kurang tahu,Ya,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Jarang,Ya,Tidak,Terpengaruh,Gerindra,PDIP,Ganjar Pranowo,25,Sedang
276,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Tidak tahu,Kurang Setuju,Ragu-ragu,Tidak pernah,Ya,Tidak,Tidak terpengaruh,PDIP,Golkar,Belum menentukan pilihan,20,Sedang
277,16,Laki-laki,PNS,"Rp5.000.000 - Rp10.000.000,00",Bayan,Tidak,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Nasdem,Demokrat,Belum menentukan pilihan,26,Tinggi
278,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bener,Ya,Kurang tahu,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ragu-ragu,Jarang,Ya,Tidak,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,24,Sedang
279,17,Laki-laki,Buruh,"<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Tidak,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Nasdem,Ganjar Pranowo,26,Tinggi
280,16,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Mungkin,Tidak terpengaruh,Gerindra,Gerindra,Prabowo Subianto,24,Sedang
281,16,Perempuan,PNS,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Sering,Mungkin,Mungkin,Tidak terpengaruh,Demokrat,Demokrat,Ganjar Pranowo,21,Sedang
282,16,Perempuan,Wirausaha,"Rp1.000.000,00 - Rp5.000.000,00",Bruno,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Kadang-kadang,Mungkin,Tidak,Ragu-ragu,Gerindra,Gerindra,Prabowo Subianto,19,Sedang
283,16,Laki-laki,Wirausaha,"<Rp1.000.000,00",Butuh,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Ragu-ragu,Demokrat,Golkar,Prabowo Subianto,23,Sedang
284,17,Laki-laki,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Jarang,Ya,Tidak,Ragu-ragu,Demokrat,PDIP,Ganjar Pranowo,22,Sedang
285,16,Laki-laki,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Gebang,Ya,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Golkar,Golkar,Prabowo Subianto,26,Tinggi
286,16,Laki-laki,Lainnya,"<Rp1.000.000,00",Banyuurip,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Biasa Saja,Tidak,Tidak pernah,Mungkin,Mungkin,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,17,Rendah
287,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Bagelen,Tidak,Kurang tahu,Tidak,Media sosial dan media berita,Tidak Setuju,Ragu-ragu,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,24,Sedang
288,18,Perempuan,PNS,"Rp5.000.000 - Rp10.000.000,00",Bayan,Ya,Mengetahui,Tidak,Media sosial dan media berita,Biasa Saja,Ya,Sering,Ya,Tidak,Tidak terpengaruh,Golkar,PDIP,Belum menentukan pilihan,26,Tinggi
289,17,Perempuan,Wirausaha,"<Rp1.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,28,Tinggi
290,17,Perempuan,Petani / Nelayan,"<Rp1.000.000,00",Loano,Tidak,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Mungkin,Tidak,Tidak terpengaruh,Gerindra,PDIP,Belum menentukan pilihan,25,Sedang
291,17,Perempuan,Buruh,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Belum menentukan pilihan,27,Tinggi
292,18,Perempuan,Karyawan Swasta,"Rp1.000.000,00 - Rp5.000.000,00",Purworejo,Ya,Mengetahui,Tidak,Media sosial dan media berita,Tidak Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,PDIP,PDIP,Ganjar Pranowo,27,Tinggi
293,17,Perempuan,Lainnya,"Rp5.000.000 - Rp10.000.000,00",Purworejo,Ya,Mengetahui,Ya,Orang tua - keluarga atau Teman,Kurang Setuju,Ya,Kadang-kadang,Ya,Tidak,Tidak terpengaruh,Demokrat,Gerindra,Prabowo Subianto,28,Tinggi
